Datetime,Open,High,Low,Close,Volume,wap,barCount,EMA009,EMA020,EMA040,EMA050,EMA150,EMA200,low60,high60
2023-11-13 04:10:05,185.58,185.58,185.58,185.58,0,185.58,0,185.5635184009829,185.5497534769316,185.5456301578063,185.5450059946494,,,185.48,185.63
2023-11-13 04:10:10,185.58,185.58,185.58,185.58,0,185.58,0,185.5668147207863,185.5526340981762,185.5473067354743,185.5463783085847,,,185.48,185.63
2023-11-13 04:10:15,185.58,185.58,185.58,185.58,0,185.58,0,185.5694517766291,185.5552403745404,185.5489015288657,185.5476968062873,,,185.48,185.63
2023-11-13 04:10:20,185.58,185.58,185.58,185.58,0,185.58,0,185.5715614213033,185.557598434108,185.5504185274577,185.5489635981976,,,185.48,185.63
2023-11-13 04:10:25,185.58,185.58,185.58,185.58,0,185.58,0,185.5732491370426,185.5597319165739,185.5518615261182,185.5501807119938,,,185.48,185.63
2023-11-13 04:10:30,185.58,185.58,185.58,185.58,0,185.58,0,185.5745993096341,185.5616622102336,185.5532341346003,185.5513500958372,,,185.48,185.63
2023-11-13 04:10:35,185.58,185.58,185.58,185.58,0,185.58,0,185.5756794477073,185.5634086664018,185.554539786571,185.5524736214906,,,185.48,185.58
2023-11-13 04:10:40,185.58,185.58,185.58,185.58,0,185.58,0,185.5765435581659,185.5649887934111,185.5557817482017,185.5535530873145,,,185.48,185.58
2023-11-13 04:10:45,185.58,185.58,185.58,185.58,0,185.58,0,185.5772348465327,185.5664184321339,185.5569631263382,185.5545902211453,,,185.48,185.58
2023-11-13 04:10:50,185.58,185.58,185.58,185.58,0,185.58,0,185.5777878772262,185.5677119147878,185.5580868762729,185.5555866830612,,,185.48,185.58
2023-11-13 04:10:55,185.58,185.58,185.58,185.58,0,185.58,0,185.578230301781,185.5688822086175,185.5591558091376,185.5565440680392,,,185.48,185.58
2023-11-13 04:11:00,185.58,185.58,185.58,185.58,0,185.58,0,185.5785842414248,185.5699410458921,185.5601725989358,185.5574639085083,,,185.48,185.58
2023-11-13 04:11:05,185.58,185.58,185.58,185.58,0,185.58,0,185.5788673931399,185.5708990415214,185.5611397892316,185.558347676802,,,185.48,185.58
2023-11-13 04:11:10,185.58,185.58,185.58,185.58,0,185.58,0,185.5790939145119,185.5717657994717,185.562059799513,185.5591967875157,,,185.48,185.58
2023-11-13 04:11:15,185.58,185.58,185.58,185.58,0,185.58,0,185.5792751316095,185.5725500090459,185.5629349312441,185.56001259977,,,185.48,185.58
2023-11-13 04:11:20,185.58,185.58,185.58,185.58,0,185.58,0,185.5794201052877,185.5732595319939,185.5637673736224,185.5607964193869,,,185.48,185.58
2023-11-13 04:11:25,185.58,185.58,185.58,185.58,0,185.58,0,185.5795360842301,185.5739014813278,185.5645592090555,185.5615495009796,,,185.48,185.58
2023-11-13 04:11:30,185.58,185.58,185.58,185.58,0,185.58,0,185.5796288673841,185.5744822926299,185.5653124183698,185.5622730499608,,,185.48,185.58
2023-11-13 04:11:35,185.58,185.58,185.58,185.58,0,185.58,0,185.5797030939073,185.5750077885699,185.5660288857664,185.5629682244721,,,185.48,185.58
2023-11-13 04:11:40,185.58,185.58,185.58,185.58,0,185.58,0,185.5797624751259,185.5754832372775,185.5667104035339,185.5636361372379,,,185.48,185.58
2023-11-13 04:11:45,185.58,185.58,185.58,185.58,0,185.58,0,185.5798099801007,185.5759134051559,185.5673586765323,185.5642778573462,,,185.48,185.58
2023-11-13 04:11:50,185.58,185.58,185.58,185.58,0,185.58,0,185.5798479840806,185.5763026046648,185.5679753264575,185.5648944119601,,,185.48,185.58
2023-11-13 04:11:55,185.58,185.58,185.58,185.58,0,185.58,0,185.5798783872645,185.5766547375539,185.5685618958986,185.5654867879617,,,185.48,185.58
2023-11-13 04:12:00,185.58,185.58,185.58,185.58,0,185.58,0,185.5799027098116,185.5769733339773,185.5691198521963,185.5660559335318,,,185.48,185.58
2023-11-13 04:12:05,185.58,185.58,185.58,185.58,0,185.58,0,185.5799221678493,185.5772615878843,185.5696505911135,185.5666027596678,,,185.48,185.58
2023-11-13 04:12:10,185.58,185.58,185.58,185.58,0,185.58,0,185.5799377342795,185.5775223890382,185.5701554403275,185.5671281416417,,,185.48,185.58
2023-11-13 04:12:15,185.58,185.58,185.58,185.58,0,185.58,0,185.5799501874236,185.5777583519869,185.5706356627505,185.5676329204008,,,185.48,185.58
2023-11-13 04:12:20,185.58,185.58,185.58,185.58,0,185.58,0,185.5799601499389,185.5779718422739,185.5710924596895,185.5681179039145,,,185.48,185.58
2023-11-13 04:12:25,185.58,185.58,185.58,185.58,0,185.58,0,185.5799681199511,185.5781650001526,185.571526973851,185.5685838684669,185.5302035963799,,185.48,185.58
2023-11-13 04:12:30,185.58,185.58,185.58,185.58,0,185.58,0,185.5799744959609,185.5783397620428,185.5719402921998,185.5690315598996,185.5308631513947,,185.48,185.58
2023-11-13 04:12:35,185.58,185.58,185.58,185.58,0,185.58,0,185.5799795967688,185.5784978799435,185.5723334486778,185.5694616948055,185.5315139705815,,185.48,185.58
2023-11-13 04:12:40,185.58,185.58,185.58,185.58,0,185.58,0,185.579983677415,185.5786409389965,185.5727074267911,185.5698749616759,185.5321561696467,,185.51,185.58
2023-11-13 04:12:45,185.58,185.58,185.58,185.58,0,185.58,0,185.579986941932,185.5787703733778,185.5730631620696,185.5702720220023,185.5327898627639,,185.51,185.58
2023-11-13 04:12:50,185.58,185.58,185.58,185.58,0,185.58,0,185.5799895535457,185.5788874806751,185.5734015444077,185.5706535113355,185.5334151625949,,185.51,185.58
2023-11-13 04:12:55,185.58,185.58,185.58,185.58,0,185.58,0,185.5799916428365,185.5789934348965,185.5737234202902,185.5710200403028,185.5340321803089,,185.51,185.58
2023-11-13 04:13:00,185.58,185.58,185.58,185.58,0,185.58,0,185.5799933142692,185.5790892982397,185.5740295949102,185.571372195585,185.5346410256028,,185.51,185.58
2023-11-13 04:13:05,185.58,185.58,185.58,185.58,0,185.58,0,185.5799946514154,185.5791760317407,185.5743208341829,185.5717105408562,185.5352418067206,,185.51,185.58
2023-11-13 04:13:10,185.58,185.58,185.58,185.58,0,185.58,0,185.5799957211323,185.5792545049082,185.5745978666618,185.5720356176854,185.5358346304727,,185.51,185.58
2023-11-13 04:13:15,185.58,185.58,185.58,185.58,0,185.58,0,185.5799965769059,185.5793255044408,185.5748613853612,185.5723479464036,185.5364196022545,,185.53,185.58
2023-11-13 04:13:20,185.58,185.58,185.58,185.58,0,185.58,0,185.5799972615247,185.5793897421131,185.5751120494899,185.5726480269368,185.5369968260657,,185.53,185.58
2023-11-13 04:13:25,185.58,185.58,185.58,185.58,0,185.58,0,185.5799978092198,185.5794478619119,185.5753504861002,185.572936339606,185.5375664045284,,185.53,185.58
2023-11-13 04:13:30,185.58,185.58,185.58,185.58,0,185.58,0,185.5799982473759,185.5795004464917,185.5755772916563,185.5732133458959,185.5381284389055,,185.53,185.58
2023-11-13 04:13:35,185.58,185.58,185.58,185.58,0,185.58,0,185.5799985979007,185.5795480230163,185.5757930335267,185.5734794891941,185.5386830291187,,185.53,185.58
2023-11-13 04:13:40,185.58,185.58,185.58,185.58,0,185.58,0,185.5799988783206,185.5795910684433,185.5759982514034,185.5737351955003,185.5392302737661,,185.53,185.58
2023-11-13 04:13:45,185.58,185.58,185.58,185.58,0,185.58,0,185.5799991026565,185.5796300143059,185.5761934586521,185.5739808741081,185.5397702701401,,185.53,185.58
2023-11-13 04:13:50,185.58,185.58,185.58,185.58,0,185.58,0,185.5799992821252,185.5796652510387,185.5763791435959,185.5742169182608,185.5403031142442,,185.53,185.58
2023-11-13 04:13:55,185.58,185.58,185.58,185.58,0,185.58,0,185.5799994257002,185.5796971318921,185.5765557707375,185.5744437057799,185.5408289008105,,185.53,185.58
2023-11-13 04:14:00,185.58,185.58,185.58,185.58,0,185.58,0,185.5799995405602,185.5797259764739,185.5767237819211,185.5746615996709,185.5413477233163,,185.53,185.58
2023-11-13 04:14:05,185.58,185.58,185.58,185.58,0,185.58,0,185.5799996324481,185.5797520739525,185.5768835974371,185.5748709487035,185.5418596740008,,185.53,185.58
2023-11-13 04:14:10,185.58,185.58,185.58,185.58,0,185.58,0,185.5799997059585,185.579775685957,185.5770356170743,185.57507208797,185.5423648438816,,185.53,185.58
2023-11-13 04:14:15,185.58,185.58,185.58,185.58,0,185.58,0,185.5799997647669,185.5797970491992,185.5771802211195,185.5752653394222,185.5428633227706,,185.53,185.58
2023-11-13 04:14:20,185.58,185.58,185.58,185.58,0,185.58,0,185.5799998118135,185.5798163778469,185.5773177713088,185.5754510123861,185.5433551992902,,185.53,185.58
2023-11-13 04:14:25,185.58,185.58,185.58,185.58,0,185.58,0,185.5799998494508,185.579833865671,185.5774486117327,185.5756294040572,185.543840560889,,185.53,185.58
2023-11-13 04:14:30,185.58,185.58,185.58,185.58,0,185.58,0,185.5799998795607,185.579849687988,185.577573069697,185.5758007999765,185.5443194938573,,185.53,185.58
2023-11-13 04:14:35,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999036485,185.5798640034178,185.577691456541,185.5759654744872,185.5447920833427,,185.53,185.58
2023-11-13 04:14:40,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999229189,185.5798769554732,185.5778040684171,185.576123691174,185.5452584133646,,185.58,185.58
2023-11-13 04:14:45,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999383351,185.5798886739996,185.5779111870309,185.5762757032848,185.5457185668299,,185.58,185.58
2023-11-13 04:14:50,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999506681,185.5798992764758,185.5780130803464,185.5764217541364,185.5461726255474,,185.58,185.58
2023-11-13 04:14:55,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999605345,185.5799088691924,185.5781100032564,185.5765620775036,185.5466206702422,,185.58,185.58
2023-11-13 04:15:00,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999684276,185.5799175483169,185.5782021982195,185.5766968979937,185.5470627805701,,185.58,185.58
2023-11-13 04:15:05,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999747421,185.5799254008582,185.5782898958673,185.5768264314057,185.5474990351321,,185.58,185.58
2023-11-13 04:15:10,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999797937,185.5799325055384,185.5783733155811,185.5769508850761,185.5479295114879,,185.58,185.58
2023-11-13 04:15:15,185.58,185.58,185.58,185.58,0,185.58,0,185.579999983835,185.5799389335823,185.5784526660406,185.5770704582104,185.5483542861702,,185.58,185.58
2023-11-13 04:15:20,185.58,185.58,185.58,185.58,0,185.58,0,185.579999987068,185.5799447494316,185.5785281457459,185.5771853422021,185.5487734346978,,185.58,185.58
2023-11-13 04:15:25,185.58,185.58,185.58,185.58,0,185.58,0,185.5799999896544,185.5799500113905,185.5785999435144,185.5772957209393,185.5491870315892,,185.58,185.58
2023-11-13 04:15:30,185.51,185.51,185.51,185.51,375,185.51,3,185.5659999917235,185.5732881055438,185.5752536048064,185.5746566730593,185.5486679980582,,185.51,185.58
