Datetime,Open,High,Low,Close,Volume,wap,barCount,EMA009,EMA020,EMA040,EMA050,EMA150,EMA200,low60,high60
2023-11-13 04:00:00,185.35,185.35,185.35,185.35,133,185.35,1,,,,,,,,
2023-11-13 04:00:05,185.35,185.35,185.35,185.35,0,185.35,0,,,,,,,,
2023-11-13 04:00:10,185.35,185.35,185.35,185.35,0,185.35,0,,,,,,,,
2023-11-13 04:00:15,185.35,185.35,185.35,185.35,0,185.35,0,,,,,,,,
2023-11-13 04:00:20,185.35,185.35,185.35,185.35,0,185.35,0,,,,,,,,
2023-11-13 04:00:25,185.35,185.35,185.35,185.35,0,185.35,0,,,,,,,,
2023-11-13 04:00:30,185.35,185.35,185.35,185.35,0,185.35,0,,,,,,,,
2023-11-13 04:00:35,185.35,185.35,185.35,185.35,0,185.35,0,,,,,,,,
2023-11-13 04:00:40,185.53,185.53,185.53,185.53,100,185.53,1,185.386,,,,,,,
2023-11-13 04:00:45,185.53,185.53,185.53,185.53,0,185.53,0,185.4148,,,,,,,
2023-11-13 04:00:50,185.53,185.53,185.53,185.53,0,185.53,0,185.43784,,,,,,,
2023-11-13 04:00:55,185.53,185.53,185.53,185.53,0,185.53,0,185.456272,,,,,,,
2023-11-13 04:01:00,185.53,185.53,185.53,185.53,0,185.53,0,185.4710176,,,,,,,
2023-11-13 04:01:05,185.53,185.53,185.53,185.53,0,185.53,0,185.48281408,,,,,,,
2023-11-13 04:01:10,185.53,185.53,185.53,185.53,0,185.53,0,185.492251264,,,,,,,
2023-11-13 04:01:15,185.53,185.53,185.53,185.53,0,185.53,0,185.4998010112,,,,,,,
2023-11-13 04:01:20,185.53,185.53,185.53,185.53,0,185.53,0,185.50584080896,,,,,,,
2023-11-13 04:01:25,185.53,185.53,185.53,185.53,0,185.53,0,185.510672647168,,,,,,,
2023-11-13 04:01:30,185.53,185.53,185.53,185.53,0,185.53,0,185.5145381177344,,,,,,,
2023-11-13 04:01:35,185.53,185.53,185.53,185.53,0,185.53,0,185.5176304941875,185.475839311102,,,,,,
2023-11-13 04:01:40,185.53,185.53,185.53,185.53,0,185.53,0,185.52010439535,185.4809974719494,,,,,,
2023-11-13 04:01:45,185.53,185.53,185.53,185.53,0,185.53,0,185.52208351628,185.4856643793828,,,,,,
2023-11-13 04:01:50,185.53,185.53,185.53,185.53,0,185.53,0,185.523666813024,185.4898868194416,,,,,,
2023-11-13 04:01:55,185.53,185.53,185.53,185.53,0,185.53,0,185.5249334504192,185.4937071223519,,,,,,
2023-11-13 04:02:00,185.53,185.53,185.53,185.53,0,185.53,0,185.5259467603354,185.4971635868898,,,,,,
2023-11-13 04:02:05,185.53,185.53,185.53,185.53,0,185.53,0,185.5267574082683,185.5002908643289,,,,,,
2023-11-13 04:02:10,185.53,185.53,185.53,185.53,0,185.53,0,185.5274059266146,185.5031203058214,,,,,,
2023-11-13 04:02:15,185.53,185.53,185.53,185.53,0,185.53,0,185.5279247412917,185.5056802766955,,,,,,
2023-11-13 04:02:20,185.53,185.53,185.53,185.53,0,185.53,0,185.5283397930334,185.5079964408198,,,,,,
2023-11-13 04:02:25,185.53,185.53,185.53,185.53,0,185.53,0,185.5286718344267,185.5100920178845,,,,,,
2023-11-13 04:02:30,185.53,185.53,185.53,185.53,0,185.53,0,185.5289374675413,185.5119880161812,,,,,,
2023-11-13 04:02:35,185.53,185.53,185.53,185.53,0,185.53,0,185.5291499740331,185.5137034432116,,,,,,
2023-11-13 04:02:40,185.53,185.53,185.53,185.53,0,185.53,0,185.5293199792264,185.5152554962391,,,,,,
2023-11-13 04:02:45,185.53,185.53,185.53,185.53,0,185.53,0,185.5294559833812,185.5166597346925,,,,,,
2023-11-13 04:02:50,185.53,185.53,185.53,185.53,0,185.53,0,185.5295647867049,185.5179302361504,,,,,,
2023-11-13 04:02:55,185.54,185.54,185.53,185.53,250,185.536,2,185.5296518293639,185.5190797374694,,,,,,
2023-11-13 04:03:00,185.53,185.53,185.53,185.53,0,185.53,0,185.5297214634911,185.5201197624723,,,,,,
2023-11-13 04:03:05,185.53,185.53,185.53,185.53,0,185.53,0,185.5297771707929,185.5210607374749,,,,,,
2023-11-13 04:03:10,185.53,185.53,185.53,185.53,0,185.53,0,185.5298217366343,185.5219120958106,,,,,,
2023-11-13 04:03:15,185.53,185.53,185.53,185.53,0,185.53,0,185.5298573893075,185.5226823724001,185.4936707430765,,,,,
2023-11-13 04:03:20,185.53,185.53,185.53,185.53,0,185.53,0,185.529885911446,185.5233792893144,185.4954429019509,,,,,
2023-11-13 04:03:25,185.53,185.53,185.53,185.53,0,185.53,0,185.5299087291568,185.5240098331892,185.4971286140508,,,,,
2023-11-13 04:03:30,185.57,185.58,185.57,185.58,537,185.574,2,185.5399269833254,185.5293422300284,185.5011711206825,,,,,
2023-11-13 04:03:35,185.58,185.58,185.58,185.58,0,185.58,0,185.5479415866604,185.5341667795495,185.5050164318687,,,,,
2023-11-13 04:03:40,185.58,185.58,185.58,185.58,0,185.58,0,185.5543532693283,185.5385318481638,185.5086741668995,,,,,
2023-11-13 04:03:45,185.58,185.58,185.58,185.58,0,185.58,0,185.5594826154627,185.5424811959577,185.5121534758312,,,,,
2023-11-13 04:03:50,185.58,185.58,185.58,185.58,0,185.58,0,185.5635860923702,185.5460544153904,185.5154630623761,,,,,
2023-11-13 04:03:55,185.58,185.58,185.58,185.58,0,185.58,0,185.5668688738962,185.5492873282103,185.5186112056748,,,,,
2023-11-13 04:04:00,185.58,185.58,185.58,185.58,0,185.58,0,185.5694950991169,185.5522123445712,185.5216057810077,,,,,
2023-11-13 04:04:05,185.58,185.58,185.58,185.58,0,185.58,0,185.5715960792936,185.5548587879454,185.5244542794951,185.510154297477,,,,
2023-11-13 04:04:10,185.58,185.58,185.58,185.58,0,185.58,0,185.5732768634349,185.5572531890934,185.5271638268368,185.5128933446348,,,,
2023-11-13 04:04:15,185.58,185.58,185.58,185.58,0,185.58,0,185.5746214907479,185.559419552037,185.5297412011375,185.5155249781785,,,,
2023-11-13 04:04:20,185.58,185.6,185.58,185.6,674,185.592,4,185.5796971925984,185.5632843566049,185.5331684596186,185.5188377241323,,,,
2023-11-13 04:04:25,185.63,185.63,185.63,185.63,100,185.63,1,185.5897577540787,185.5696382274044,185.5378919493933,185.5231970290683,,,,
2023-11-13 04:04:30,185.63,185.63,185.63,185.63,0,185.63,0,185.597806203263,185.5753869676516,185.5423850250326,185.5273853808696,,,,
2023-11-13 04:04:35,185.63,185.63,185.63,185.63,0,185.63,0,185.6042449626104,185.5805882088277,185.5466589262506,185.5314094835806,,,,
2023-11-13 04:04:40,185.63,185.63,185.63,185.63,0,185.63,0,185.6093959700883,185.5852940937012,185.5507243444822,185.5352757783421,,,,
2023-11-13 04:04:45,185.63,185.63,185.63,185.63,0,185.63,0,185.6135167760707,185.589551799063,185.5545914496294,185.5389904537013,,,,
2023-11-13 04:04:50,185.63,185.63,185.63,185.63,0,185.63,0,185.6168134208565,185.5934040086761,185.5582699155012,185.5425594555169,,,,
2023-11-13 04:04:55,185.63,185.63,185.63,185.63,0,185.63,0,185.6194507366853,185.5968893411831,185.5617689440133,185.545988496477,,,185.35,185.63
2023-11-13 04:05:00,185.63,185.63,185.63,185.63,0,185.63,0,185.6215605893482,185.6000427372609,185.5650972882078,185.5492830652427,,,185.35,185.63
2023-11-13 04:05:05,185.63,185.63,185.63,185.63,0,185.63,0,185.6232484714786,185.6028958099027,185.5682632741488,185.5524484352331,,,185.35,185.63
2023-11-13 04:05:10,185.63,185.63,185.63,185.63,0,185.63,0,185.6245987771829,185.6054771613406,185.5712748217513,185.5554896730671,,,185.35,185.63
2023-11-13 04:05:15,185.63,185.63,185.63,185.63,0,185.63,0,185.6256790217463,185.6078126697844,185.5741394645927,185.5584116466724,,,185.35,185.63
2023-11-13 04:05:20,185.63,185.63,185.63,185.63,0,185.63,0,185.6265432173971,185.6099257488525,185.5768643687589,185.5612190330774,,,185.35,185.63
2023-11-13 04:05:25,185.63,185.63,185.63,185.63,0,185.63,0,185.6272345739177,185.6118375822951,185.5794563507707,185.5639163258979,,,185.35,185.63
2023-11-13 04:05:30,185.63,185.63,185.63,185.63,0,185.63,0,185.6277876591341,185.6135673363623,185.5819218946355,185.5665078425293,,,185.35,185.63
2023-11-13 04:05:35,185.63,185.63,185.63,185.63,0,185.63,0,185.6282301273073,185.6151323519468,185.5842671680679,185.5689977310576,,,185.53,185.63
2023-11-13 04:05:40,185.56,185.56,185.55,185.55,331,185.557,2,185.6125841018459,185.608929270809,185.5825955988939,185.5682527219965,,,185.53,185.63
2023-11-13 04:05:45,185.55,185.55,185.55,185.55,0,185.55,0,185.6000672814767,185.6033169593034,185.5810055696795,185.5675369289771,,,185.53,185.63
2023-11-13 04:05:50,185.55,185.55,185.55,185.55,0,185.55,0,185.5900538251814,185.5982391536555,185.5794931028659,185.5668492062721,,,185.53,185.63
2023-11-13 04:05:55,185.55,185.55,185.55,185.55,0,185.55,0,185.5820430601451,185.5936449485454,185.5780544149212,185.566188453085,,,185.53,185.63
2023-11-13 04:06:00,185.55,185.55,185.55,185.55,0,185.55,0,185.5756344481161,185.5894882867792,185.5766859068763,185.5655536117875,,,185.53,185.63
2023-11-13 04:06:05,185.56,185.56,185.55,185.55,777,185.551,4,185.5705075584929,185.5857274975621,185.5753841553214,185.5649436662272,,,185.53,185.63
2023-11-13 04:06:10,185.55,185.55,185.55,185.55,0,185.55,0,185.5664060467944,185.5823248787467,185.5741459038423,185.5643576401007,,,185.53,185.63
2023-11-13 04:06:15,185.55,185.55,185.55,185.55,0,185.55,0,185.5631248374355,185.5792463188661,185.5729680548743,185.5637945953909,,,185.53,185.63
2023-11-13 04:06:20,185.55,185.55,185.55,185.55,0,185.55,0,185.5604998699484,185.5764609551645,185.5718476619536,185.5632536308657,,,185.53,185.63
2023-11-13 04:06:25,185.55,185.55,185.55,185.55,0,185.55,0,185.5583998959588,185.5739408641965,185.5707819223461,185.5627338806357,,,185.53,185.63
2023-11-13 04:06:30,185.55,185.55,185.55,185.55,0,185.55,0,185.556719916767,185.5716607818921,185.5697681700366,185.5622345127677,,,185.53,185.63
2023-11-13 04:06:35,185.55,185.55,185.55,185.55,0,185.55,0,185.5553759334136,185.5695978502833,185.5688038690592,185.5617547279533,,,185.53,185.63
2023-11-13 04:06:40,185.55,185.55,185.55,185.55,0,185.55,0,185.5543007467309,185.5677313883516,185.5678866071538,185.5612937582296,,,185.53,185.63
2023-11-13 04:06:45,185.55,185.55,185.55,185.55,0,185.55,0,185.5534405973848,185.5660426846991,185.5670140897317,185.56085086575,,,185.53,185.63
2023-11-13 04:06:50,185.55,185.55,185.55,185.55,0,185.55,0,185.5527524779078,185.5645148099658,185.5661841341351,185.560425341603,,,185.53,185.63
2023-11-13 04:06:55,185.55,185.55,185.55,185.55,0,185.55,0,185.5522019823263,185.5631324471119,185.5653946641773,185.5600165046773,,,185.53,185.63
2023-11-13 04:07:00,185.55,185.55,185.55,185.55,0,185.55,0,185.551761585861,185.5618817378632,185.5646437049491,185.5596237005724,,,185.53,185.63
2023-11-13 04:07:05,185.55,185.55,185.55,185.55,0,185.55,0,185.5514092686888,185.560750143781,185.5639293778784,185.5592463005499,,,185.53,185.63
2023-11-13 04:07:10,185.55,185.55,185.55,185.55,0,185.55,0,185.5511274149511,185.5597263205638,185.5632498960307,185.5588837005284,,,185.53,185.63
2023-11-13 04:07:15,185.55,185.55,185.55,185.55,680,185.55,1,185.5509019319609,185.5588000043196,185.5626035596389,185.5585353201155,,,185.53,185.63
2023-11-13 04:07:20,185.55,185.55,185.55,185.55,0,185.55,0,185.5507215455687,185.5579619086701,185.5619887518517,185.5582006016796,,,185.53,185.63
2023-11-13 04:07:25,185.55,185.55,185.55,185.55,0,185.55,0,185.550577236455,185.5572036316539,185.5614039346882,185.5578790094569,,,185.53,185.63
2023-11-13 04:07:30,185.55,185.55,185.55,185.55,0,185.55,0,185.550461789164,185.5565175714964,185.5608476451912,185.5575700286939,,,185.53,185.63
2023-11-13 04:07:35,185.55,185.55,185.55,185.55,0,185.55,0,185.5503694313312,185.5558968504016,185.5603184917672,185.5572731648235,,,185.53,185.63
2023-11-13 04:07:40,185.53,185.53,185.48,185.51,504,185.502,5,185.542295545065,185.5515257217919,185.5578639311933,185.5554193152226,,,185.48,185.63
2023-11-13 04:07:45,185.51,185.51,185.51,185.51,0,185.51,0,185.535836436052,185.547570891145,185.5555291052814,185.5536381656061,,,185.48,185.63
2023-11-13 04:07:50,185.51,185.51,185.51,185.51,0,185.51,0,185.5306691488416,185.543992711036,185.5533081733165,185.5519268649941,,,185.48,185.63
2023-11-13 04:07:55,185.51,185.51,185.51,185.51,0,185.51,0,185.5265353190733,185.5407553099849,185.5511955794962,185.55028267421,,,185.48,185.63
2023-11-13 04:08:00,185.51,185.51,185.51,185.51,0,185.51,0,185.5232282552587,185.5378262328435,185.5491860390329,185.5487029614959,,,185.48,185.63
2023-11-13 04:08:05,185.51,185.51,185.51,185.51,0,185.51,0,185.520582604207,185.5351761154298,185.5472745249338,185.5471851983,,,185.48,185.63
2023-11-13 04:08:10,185.51,185.51,185.51,185.51,0,185.51,0,185.5184660833656,185.5327783901508,185.5454562554248,185.5457269552294,,,185.48,185.63
2023-11-13 04:08:15,185.51,185.51,185.51,185.51,0,185.51,0,185.5167728666925,185.5306090196602,185.5437266819895,185.5443258981616,,,185.48,185.63
2023-11-13 04:08:20,185.53,185.53,185.53,185.53,400,185.53,2,185.519418293354,185.5305510177878,185.5430570877461,185.5437640982337,,,185.48,185.63
2023-11-13 04:08:25,185.53,185.53,185.53,185.53,363,185.53,1,185.5215346346832,185.5304985399033,185.5424201566365,185.5432243296755,,,185.48,185.63
2023-11-13 04:08:30,185.53,185.53,185.53,185.53,150,185.53,1,185.5232277077465,185.5304510599125,185.5418142953372,185.5427057285118,,,185.48,185.63
2023-11-13 04:08:35,185.53,185.53,185.53,185.53,296,185.53,2,185.5245821661972,185.5304081018256,185.5412379882476,185.5422074646486,,,185.48,185.63
2023-11-13 04:08:40,185.53,185.53,185.53,185.53,0,185.53,0,185.5256657329578,185.530369234985,185.5406897936989,185.5417287405447,,,185.48,185.63
2023-11-13 04:08:45,185.53,185.53,185.53,185.53,0,185.53,0,185.5265325863662,185.5303340697484,185.5401683403477,185.5412687899351,,,185.48,185.63
2023-11-13 04:08:50,185.53,185.53,185.53,185.53,0,185.53,0,185.527226069093,185.5303022535819,185.5396723237454,185.5408268766044,,,185.48,185.63
2023-11-13 04:08:55,185.53,185.53,185.53,185.53,0,185.53,0,185.5277808552744,185.5302734675264,185.5392005030749,185.5404022932081,,,185.48,185.63
2023-11-13 04:09:00,185.53,185.53,185.53,185.53,0,185.53,0,185.5282246842195,185.5302474230001,185.5387516980469,185.5399943601412,,,185.48,185.63
2023-11-13 04:09:05,185.53,185.53,185.53,185.53,0,185.53,0,185.5285797473756,185.5302238589049,185.5383247859471,185.5396024244494,,,185.48,185.63
2023-11-13 04:09:10,185.53,185.53,185.53,185.53,0,185.53,0,185.5288637979005,185.5302025390092,185.5379186988277,185.5392258587847,,,185.48,185.63
2023-11-13 04:09:15,185.53,185.53,185.53,185.53,0,185.53,0,185.5290910383204,185.5301832495797,185.5375324208361,185.538864060401,,,185.48,185.63
2023-11-13 04:09:20,185.53,185.53,185.53,185.53,0,185.53,0,185.5292728306563,185.5301657972388,185.5371649856734,185.5385164501892,,,185.48,185.63
2023-11-13 04:09:25,185.53,185.53,185.53,185.53,0,185.53,0,185.529418264525,185.5301500070256,185.5368154741771,185.5381824717504,,,185.48,185.63
2023-11-13 04:09:30,185.53,185.53,185.53,185.53,0,185.53,0,185.5295346116201,185.5301357206422,185.5364830120221,185.5378615905053,,,185.48,185.63
2023-11-13 04:09:35,185.53,185.53,185.53,185.53,0,185.53,0,185.529627689296,185.5301227948667,185.5361667675332,185.5375532928384,,,185.48,185.63
2023-11-13 04:09:40,185.53,185.53,185.53,185.53,0,185.53,0,185.5297021514368,185.5301111001175,185.5358659496048,185.5372570852761,,,185.48,185.63
2023-11-13 04:09:45,185.58,185.58,185.58,185.58,296,185.58,2,185.5397617211495,185.5348624239159,185.5380188301119,185.5389332780104,,,185.48,185.63
2023-11-13 04:09:50,185.58,185.58,185.58,185.58,0,185.58,0,185.5478093769196,185.5391612406858,185.5400666920576,185.5405437376963,,,185.48,185.63
2023-11-13 04:09:55,185.58,185.58,185.58,185.58,0,185.58,0,185.5542475015357,185.5430506463347,185.5420146582987,185.5420910421004,,,185.48,185.63
2023-11-13 04:10:00,185.58,185.58,185.58,185.58,0,185.58,0,185.5593980012286,185.5465696323981,185.5438676017963,185.5435776679004,,,185.48,185.63
